"GSP1"	"COS1"	"GSP2"	"COS2"	"GSP3"	"COS3"	"GSP4"	"COS4"	"GSP5"	"COS5"	"combined_pvalue"	"adjusted_pvalue"
"Slc7a11"	9.10588137836927e-11	5.85250621324537e-06	3.68938921830832e-10	0.731761772361092	7.04138826130691e-05	0.765995133716776	0.0443775529419457	0.170880440415153	0.134204690119286	9.13938767868523e-14	9.12936393149266e-13	9.27023153393824e-10
"Gpt2"	2.16324381725125e-12	0.000593790548227316	4.63426421181537e-11	0.998825948947051	9.43053739182499e-06	0.856497984237394	0.00410313354907819	0.0347967507424176	0.0151340854945207	9.79917910655827e-14	9.35473920549157e-13	9.41350704905489e-10
"Scamp1"	1.81816565269905e-08	6.87570044357164e-05	2.34479683243764e-08	0.878595801464416	0.000336802396412272	0.386952288283697	0.0415033797312725	0.217343874847772	0.0742539121432984	1.08546747968127e-13	1.08513198426863e-12	1.08219939839891e-09
"Hpcal4"	7.83376864097612e-13	2.78730978337329e-05	8.16134156536754e-11	0.999970906827749	1.51923669402527e-05	0.582453247398974	0.00365448071587738	0.077493460019932	0.00964384951398092	1.39174838355218e-13	1.18016707517654e-12	1.16656192404791e-09
"Atp1b1"	1.38153010695112e-12	3.6767068358185e-06	1.92697170029945e-09	0.985431960991908	0.00115314831117317	0.952009399299894	0.176612266579146	0.0206150897950976	0.240570441741843	1.38347662375899e-13	1.25743859769045e-12	1.23203964264465e-09
"Psd"	2.13355078022817e-13	0.000111077558573877	6.01908374935898e-13	0.70383242466295	1.45626147985417e-06	0.839083327091176	0.0118326843403167	0.33040690088369	0.0833491662914489	1.07697258684099e-12	1.37412303757856e-12	1.33465963723288e-09
"Pcp4l1"	2.8881248497109e-09	0.000149803211058928	3.42976592347819e-08	0.984699413708192	0.000247212282988286	0.258644041502184	0.0159104436858319	0.280388918378449	0.0317411916198014	1.75771363580474e-13	1.75792713719147e-12	1.6927219564889e-09
"Camk2a"	3.641434686275e-09	0.002642754327016	5.42593663117539e-09	0.782277896312914	8.07368752328408e-05	0.99501607448029	0.0189703598787032	0.52608018139968	0.0915117424236501	1.94511066940557e-13	1.94511073914327e-12	1.85695430184939e-09
"Sh3gl2"	3.54065975108838e-10	0.000504563645289286	6.19210140408505e-10	0.980466567821937	1.63463463262942e-05	0.681465384887164	0.00255877862056613	0.189640616598651	0.0075584750599718	1.99799388766009e-13	1.99651406518342e-12	1.88987514394611e-09
"Tshz1"	3.34980342081888e-13	0.000729961331435593	8.90538407967644e-13	0.998928599602036	6.71243044585924e-08	0.330631815067488	0.000157709235879936	0.0207905069108397	0.00324480360776066	1.99461402943249e-12	2.16937579011756e-12	2.03624754700608e-09
"Gad1"	4.31566858225665e-09	7.02262432151454e-05	1.16691147499239e-08	0.668594882620074	0.000343195175538372	0.240859237280392	0.0348444108873258	0.935537917715147	0.0413502728017298	2.463793736914e-13	2.46380693624815e-12	2.29333856278399e-09
"Pik3r1"	8.2304733174869e-09	0.0175797372355265	6.89903195424509e-08	0.943304907905075	0.000922138943448041	0.723141898295831	0.0305012617890701	0.968501707890925	0.0319941329783006	2.63986224433409e-13	2.6398883079537e-12	2.43692929382092e-09
"Camkv"	2.79027265841557e-07	0.00150119307661834	1.00128566178496e-06	0.835571314782681	0.00201737641667014	0.989237116667663	0.035478289752622	0.490134274287932	0.0460336331405306	2.73240625784488e-13	2.73270295281236e-12	2.50193107770479e-09
"Ndrg4"	5.73869155708966e-12	4.21356213434335e-05	4.1073433567679e-12	0.828612978059155	1.64779554589209e-06	0.899812508012384	0.00318785815083143	0.93059402519194	0.0125210862548243	3.6213398228078e-13	3.14592796257784e-12	2.85684322696147e-09
"Camk4"	3.06938004439665e-08	0.000911240446642049	1.67542136588594e-06	0.684295510667597	0.012673168795189	0.828239058623406	0.269258347368301	0.00021061415739316	0.361265637881927	3.31212575637203e-13	3.31223937166669e-12	2.98361496218185e-09
"Cebpd"	4.04976805421825e-11	7.26606146513583e-05	1.27922107403221e-11	0.91959459866112	3.18134314432459e-07	0.590616900014313	0.000133171752820685	0.123450841205141	0.000615103986160926	3.7247582925339e-13	3.58757468177373e-12	3.20577976861436e-09
"Lcat"	5.17428469023619e-07	0.000388328754366232	3.46098428249645e-06	0.947014605353893	0.00224993669568338	0.593978399232633	0.0291516256490906	0.566820050297513	0.080102431253569	3.67501419589167e-13	3.67483821150927e-12	3.25769502644240e-09
"Atp1a2"	4.39517909117986e-10	0.00091360995621378	6.47818097977659e-09	0.723553322850714	0.000293130493156072	0.652262213270525	0.047463866876245	0.320879708181067	0.120956719654299	3.88268914552176e-13	3.87889720343537e-12	3.41151508268059e-09
"Rgcc"	1.44369424498812e-12	0.000522693217337138	4.83247481020462e-12	0.946907035574973	1.05508650128007e-07	0.963780180308523	2.82530980657562e-05	0.0976377403489003	0.000276289132521469	6.69928519201181e-13	4.17998968771371e-12	3.64760655115655e-09
"Tmem132b"	1.06102018996285e-11	2.63770140623017e-05	8.36650225682179e-12	0.753751751660768	1.93425807026467e-07	0.987290804890467	0.00010680416457066	0.0289992707321999	0.00134574087969693	4.93029729306715e-13	4.46065406833895e-12	3.86234959069831e-09
"Mfap3l"	1.63286510348706e-12	6.02109702739162e-05	5.35881091066558e-12	0.750513205134888	2.28671395423287e-07	0.893095484729414	0.000125042392305055	0.0669140973898634	0.00127168580999201	9.90239369409828e-13	5.52846657342343e-12	4.75011454186089e-09
"Bgn"	1.38703351199441e-12	2.94022557718023e-05	1.52049469876674e-12	0.996589657197264	4.40300390007717e-08	0.715142560213272	3.19641184652155e-05	0.109282287598707	0.000329289014923509	3.06679240915089e-12	5.8661964175144e-12	5.00181991091132e-09
"Tyro3"	1.25387141448394e-09	0.00163566055982289	5.62313555373129e-08	0.848482703324681	0.000820638946838318	0.756334338772184	0.0577814852918846	0.0109719843180177	0.133876407324147	6.72364127963079e-13	6.72017996805607e-12	5.68656121801939e-09
"Pbx1"	1.54251960642511e-12	2.85267401676959e-06	2.1463384639142e-12	0.891615809495123	3.49231176959409e-07	0.799026461422845	0.000949825155832898	0.0949061595350605	0.00528200051633868	5.75412897215187e-12	7.76423370041357e-12	6.52063220166323e-09
"Psat1"	6.63886866249333e-11	0.00360196525995439	2.03021076107561e-09	0.964293938927951	0.000231442941987619	0.972261046036004	0.0372222461088248	0.607336025702611	0.067374802729565	8.17017626965976e-13	8.0674356084387e-12	6.69244069254949e-09
"Mt2"	1.70672140431586e-07	0.00304583849396158	4.31040956136344e-06	0.202192146004942	0.0090207429572024	0.400465909427029	0.092150671961759	0.273170227465797	0.12567221859267	8.08876745043395e-13	8.08864086820904e-12	6.69244069254949e-09
"2010300C02Rik"	1.0449862526854e-08	0.000301745239617839	1.46942772298817e-07	0.973959737018791	0.00216265111862966	0.590860436466279	0.127858955130842	0.104773469741804	0.169706437457968	8.25846970188702e-13	8.25761681255699e-12	6.7820121568483e-09
"Lrrc58"	3.36843246985162e-12	2.02307355293741e-05	1.39717299792645e-12	0.923596078379971	3.06781816450299e-08	0.996134684171554	8.61909882462586e-06	0.472277847542696	1.6640343208292e-05	1.14320431243215e-09	9.86677406444869e-12	8.04446863544194e-09
"Ifitm3"	4.02557100011983e-11	0.000231915097021787	1.58099698688091e-10	0.98933494412818	1.06934129900324e-05	0.709311018948121	0.00233518082321459	0.624989790639035	0.0048443499482656	1.3332274740411e-12	1.28004273847182e-11	1.03606768962863e-08
"Mt1"	2.20554795813699e-09	0.00240442202764993	3.82023471488453e-09	0.889640625027891	6.01408493398595e-06	0.50858196782806	0.000328906109317056	0.0257426273484887	0.00253918431147672	1.39516958740609e-12	1.39376288288418e-11	1.11999695204185e-08
"Nfia"	4.96953765888262e-08	7.83636252470254e-06	3.3874922190903e-08	0.955174354077951	0.000152504611075517	0.476516025507192	0.00435906089423985	0.862524562773059	0.00345467688934289	2.19246667330548e-12	2.19224638442483e-11	1.74905744389482e-08
"Igfbp2"	6.89915193077061e-09	0.00823398530513673	3.34841714816775e-07	0.551675961234419	0.00189858581762735	0.195203897458141	0.0476586986412996	0.0047050548015629	0.0500739998881948	2.26492367185161e-12	2.26416663196005e-11	1.78950132357248e-08
"Shisa9"	2.81854732318515e-08	0.00530332930894744	2.63080667753219e-07	0.997861042716374	8.59193882196384e-05	0.610403054703083	0.00105550200475572	0.000615677565599838	0.00926031263439433	2.27519022454403e-12	2.2749802042199e-11	1.78950132357248e-08
"Igsf3"	6.3662110417347e-07	5.19462654731699e-05	2.08285518769986e-06	0.209040760377864	0.00882428629754617	0.764223744933048	0.340373908242894	0.113596426627361	0.495844578630263	2.49348292894145e-12	2.49349429992662e-11	1.94766871638961e-08
"Hmgcs2"	2.91269269118973e-12	3.75191518184899e-05	9.15735323963198e-11	0.992816322531534	1.91849510074499e-05	0.720710548191294	0.0126288831063832	0.0195685230897619	0.0252438919376019	5.37882016182819e-11	2.68214339627093e-11	2.0804737819512e-08
"Prss23"	1.77878484532192e-08	0.00324641217769136	1.57989875329879e-08	0.95929216877955	6.80756949809291e-05	0.989326822593331	0.00908141792090739	0.230346515275096	0.0431736319697496	2.84769948336233e-12	2.8467783685926e-11	2.17870107968861e-08
"Vstm4"	6.15281181905885e-10	2.57854262755796e-05	4.30281568621722e-09	0.997677240419718	0.000136638526909525	0.435471949941011	0.0399549357886442	0.553637497662529	0.134027457374749	2.86291785002411e-12	2.847788671545e-11	2.17870107968861e-08
"Slc4a4"	5.86119483194891e-09	0.00366542750456901	7.10887676495332e-09	0.886987332525897	0.000153206724954499	0.952829341308192	0.0155992255871471	0.185807878310147	0.0247240417418233	2.89746618152024e-12	2.89489543447985e-11	2.19967385528656e-08
"Ppfia1"	8.96087714968793e-12	0.000684979809493527	1.57255393853291e-11	0.808511241634257	1.08184214164944e-07	0.92577315406513	1.13208881691811e-05	0.379251261979603	9.09743405102307e-05	8.48547170298951e-12	3.41245920409960e-11	2.5754225799432e-08
"Adcy2"	3.00166981582625e-06	0.000367760294073922	1.17750632862212e-05	0.905624159065143	0.014166372386687	0.424675120483275	0.214119257856032	0.0487339342996541	0.197535347296994	3.7850443026953e-12	3.78501674447307e-11	2.83742429527263e-08
"Dbi"	3.19595641107745e-11	5.91559185211056e-05	3.60650411498078e-10	0.915900699229993	2.19285177507489e-05	0.520173806157383	0.00371726970235074	0.441951900576159	0.00544063719025944	4.93316597282994e-12	4.22349932804877e-11	3.14502365795142e-08
"Desi1"	3.03292746283451e-06	0.000303744359592243	1.09368799821938e-05	0.982723096043657	0.0154402656674289	0.250207645311084	0.252415502733557	0.072297335442837	0.314139486463862	4.44971167685621e-12	4.44975167823713e-11	3.29155847326415e-08
"Fam163b"	1.31120476979852e-08	0.00409397902801041	2.51570287487965e-07	0.921808392822197	0.00281667289926146	0.938851792484181	0.240289853391029	0.88241101189585	0.411335077090413	4.50261200646282e-12	4.50099957305383e-11	3.30756303869285e-08
"Dlgap1"	7.12571034657955e-12	8.78414786839929e-05	1.53053506493119e-11	0.911653636486201	7.95718476862911e-07	0.0976248083275229	0.000858087017852017	0.410110715479754	0.00440311751432858	2.53311908966782e-09	4.85274043171557e-11	3.54273263086727e-08
"Bcl11b"	1.7845744351275e-07	0.000288996165722677	1.39447649479577e-07	0.908756661653812	0.00011631908054534	0.680535887314108	0.00352329005817451	0.216817701696761	0.00998837895851459	5.13567148293623e-12	5.13535880486415e-11	3.72471303181512e-08
"Sh3pxd2a"	6.38815275441202e-12	0.000270242231544175	1.70675222725312e-10	0.983203309771587	9.57694422658946e-06	0.904184293764886	0.00313609824431786	0.00787128127907069	0.00585263421767813	3.29981654279517e-11	5.18933784832143e-11	3.73958142772211e-08
"Aspa"	4.01673814526758e-10	0.00111183453621489	9.65450884219496e-10	0.71330562197565	9.9372882594716e-06	0.67762422179776	0.000486162245502034	0.476618623900693	0.00109745200921405	6.01703128596018e-12	5.89207571621841e-11	4.21877600380475e-08
"Pde5a"	1.67626745769316e-06	0.000322971434125868	1.16143611638798e-05	0.854369672627594	0.00649036760959673	0.79165320387714	0.0628305163412336	0.451136929278751	0.134361586803844	6.17342981974643e-12	6.17345063957941e-11	4.39208841378147e-08
"Rgs12"	5.64730060518846e-08	0.0155897617368157	4.24288963910187e-08	0.756085148285909	3.22598712090661e-05	0.809351917757044	0.000617657172036799	0.177525549444866	0.00172107790779679	6.30782613109358e-12	6.30620000663384e-11	4.45813689409364e-08
"Pip5k1c"	6.39765476450034e-07	0.0120308259078132	6.77888910905282e-07	0.692932746480535	0.000250423217616407	0.846605859287072	0.0019598414549762	0.5929479757363	0.00473150329509935	7.42472550987956e-12	7.42461647718073e-11	5.21578458959133e-08
"Sox10"	2.17022614459687e-09	0.00193259655499349	1.75765302998324e-07	0.995163663660894	0.00806952821146474	0.871476055860163	0.336203468009521	0.0638405563164884	0.409806376661821	8.43340102709883e-12	8.40039149352378e-11	5.86438251445863e-08
"Marcks"	8.49300047900123e-12	0.00754675622867482	1.01276330164688e-07	0.979676733845344	0.00107272055635442	0.904917780797466	0.038048857467774	2.46563050989585e-06	0.0925428957362095	1.3666432383788e-07	8.49175174622019e-11	5.89134097848935e-08
"Eif1"	1.91479444271656e-09	0.00421186317941498	4.38815572994379e-08	0.956282198789123	0.00168167480537114	0.325347143650881	0.273728763727378	0.0907456052061637	0.476568135053783	8.60787184056766e-12	8.56774651225578e-11	5.90737227843295e-08
"Hey2"	1.09582810634912e-09	0.000365941647378645	2.48080945569189e-08	0.957898536446185	0.000385240677662496	0.311249489616985	0.0250776889587201	0.257139952932117	0.0389598247739408	9.03060256660357e-12	8.95356011554327e-11	6.13551321440853e-08
"Ccnd2"	1.44565751209274e-11	0.000137868445106356	8.92335769260178e-11	0.973067784899626	1.9876516049014e-06	0.388087133493756	0.000216454160383256	0.244486343861897	0.000743093501684058	5.24062035514897e-11	1.00541797110054e-10	6.84771287320804e-08
"Fscn1"	1.29028759498629e-06	0.0404034921996986	4.23694915895918e-06	0.723851581078511	0.00198709403396745	0.864614013186873	0.0276460117257309	0.221975329054888	0.064795475862049	1.01423535206033e-11	1.01422870102397e-10	6.86585612273526e-08
"Dlx1"	6.38960510593705e-06	0.000540012489081376	5.74339746090884e-06	0.740775868644036	0.00417506927806501	0.912506639069811	0.0933129867328479	0.466943636213136	0.129749247847457	1.1029259826839e-11	1.10292219801522e-10	7.42129227637157e-08
"Bambi"	6.97581831059955e-05	0.00316770980162048	0.00015498445686913	0.962693926385706	0.0375930309482787	0.424474286730496	0.242790196532646	0.353723052981659	0.299286981484169	1.18708460643779e-11	1.18708376461996e-10	7.93976485506627e-08
"Plce1"	2.07581880481816e-09	0.0034609868943491	2.47183275871337e-09	0.948738735810989	1.72736554911436e-05	0.995754629702633	0.00189005384670525	0.183805179469779	0.00436063352704332	1.32111015896285e-11	1.30582211710362e-10	8.68195408504762e-08
"Psd3"	3.45194690848647e-09	3.07254441941339e-05	3.20552747306064e-08	0.977075393464177	0.00115737659096377	0.598171355536687	0.287405930596107	0.524043641107533	0.504713647934313	1.38666349220326e-11	1.38052458353854e-10	9.09550095572138e-08
"Grasp"	7.07734097060044e-08	0.0134341385601821	1.15052171062469e-06	0.989778925240304	0.00142422084699462	0.846195368795596	0.0231972749901034	0.0931427431243122	0.0401545291328707	1.38459472730665e-11	1.38430822360647e-10	9.09550095572138e-08
"AI593442"	7.11288249293121e-07	0.004473740952399	6.24641328686749e-06	0.546809632716541	0.0111399259447828	0.729774064093895	0.213124930507024	0.679617097694363	0.270985608145897	1.54532407188863e-11	1.54529056217712e-10	1.00938486406874e-07
"Doc2g"	2.61801029973377e-09	0.00445295751550392	6.07236870789171e-05	0.999901388388891	0.118409507243645	0.242454984893341	0.603416019392561	3.95214529645088e-11	0.726446360273011	2.81330025194015e-11	1.63318247814459e-10	1.06059362248634e-07
"Cav1"	2.02840597900019e-09	0.0102327192733701	7.18514684068587e-10	0.505417896169615	2.22769258923321e-05	0.46437015202689	0.0107676279052649	0.266942071281878	0.0352155054185789	2.02632834239307e-11	1.95178984085942e-10	1.2601716246623e-07
"Dclk1"	4.89462066081171e-11	0.00122892747003801	6.20498548920859e-11	0.83325251676704	6.09546327202301e-06	0.448901001842681	0.00497319153456395	0.682034401706624	0.0127506852259309	7.27762564540934e-11	1.98856264788105e-10	1.27653514365779e-07
"Mmd2"	4.5085055260328e-08	0.00467662861388195	8.29825448264294e-08	0.459341853100605	0.000174672507695151	0.991361142270181	0.00661447988068206	0.155603203091728	0.00991945002009146	2.14864831709633e-11	2.14707140955284e-10	1.37041210627879e-07
"Serpine2"	2.07718454016083e-07	0.000211463683593644	6.80803692752081e-07	0.852943644160066	0.000592321295188068	0.852460215875721	0.0113410644587343	0.202909512928016	0.0194137485504816	2.18139375875458e-11	2.18109752481155e-10	1.37639968601475e-07
"Plekhb1"	2.71858788195101e-11	0.036189521437129	1.09399407595569e-10	0.993549512901262	6.24159534484711e-07	0.862841739938891	0.000119417178700707	0.315681904505218	0.000413479246218145	2.30451833735802e-08	2.17535212065911e-10	1.37639968601475e-07
"Dcx"	1.63255433106153e-08	0.018833158838938	3.20463964292359e-08	0.770343613169291	5.05227344260878e-05	0.629921857173166	0.00426122787069955	0.144570120262204	0.0300641406922438	2.2493572178809e-11	2.24469109966208e-10	1.40857289997268e-07
"2310022B05Rik"	5.58423496568678e-11	5.5757990380374e-05	1.31338217156289e-09	0.948646581594475	9.35754959112218e-05	0.27422554420329	0.0302379397587648	0.0189209869784262	0.0545394234438453	4.4411346052425e-11	2.4280255583875e-10	1.51510583007121e-07
"Sphk1"	8.26155421371488e-07	0.000447004229439219	6.67777091625622e-07	0.940113278471652	0.000474361067105396	0.848869644499798	0.0127782530944327	0.859520861728503	0.031102233101988	2.74359480646287e-11	2.7433944005395e-10	1.70238776399787e-07
"Rps29"	2.15550327923096e-05	6.25170021820225e-05	3.71222944889063e-05	0.705525510412134	0.0201628634641704	0.81174824809404	0.346821300354568	0.769004516212446	0.475156841321902	2.94681729056853e-11	2.94680613244225e-10	1.8185101794446e-07
"Nmb"	3.81017132278642e-07	0.00136852461300891	1.16628232543746e-05	0.82575025679449	0.0141817266040076	0.815886413348716	0.16995137311269	2.48592167339853e-05	0.273228644711354	3.02769979608849e-11	3.0274471818359e-10	1.85800951340594e-07
"Ppp3r1"	1.25091850662919e-06	0.00611323334575066	3.32984363642431e-06	0.87812380752406	0.00816943942190752	0.713199794811841	0.252282916327907	0.447688898557616	0.398090321014033	3.45166007809044e-11	3.45152906255919e-10	2.10670240572151e-07
